Run	Remaining Subpopulations
0	0
1	0
2	0
3	0
4	0
Timer Name	Value
CPU Time (ns):	54895988450
Wall Time (ms):	2285
CPU Cycles:	77085392875637689
Snapshot #	Snapshot Time(ms)	Value(Bytes)
1	8	303546368
2	93	316915712
3	175	324517888
4	258	331071488
5	332	336551936
6	397	341532672
7	471	347037696
8	533	352280576
9	601	358572032
10	655	363028480
11	714	368492544
12	764	375570432
13	815	379219968
14	866	383660032
15	919	388603904
16	967	393060352
17	1011	399003648
18	1053	402395136
19	1096	407900160
20	1134	413405184
21	1172	418648064
22	1211	423096320
23	1252	426766336
24	1290	430641152
25	1325	434204672
26	1358	439709696
27	1395	443117568
28	1430	447836160
29	1467	452292608
30	1501	455688192
31	1533	459096064
32	1568	462462976
33	1597	466395136
34	1626	470851584
35	1657	472899584
36	1690	477356032
37	1720	481288192
38	1755	486268928
39	1792	490696704
40	1823	493797376
41	1861	498511872
42	1893	502697984
43	1923	505810944
44	1953	510001152
45	1988	515506176
46	2020	518840320
47	2053	523030528
48	2085	526958592
49	2113	531415040
50	2139	535597056
51	2164	540303360
Aggregation Count:	10
Timer Name	Value
CPU Time (ns):	5489598845
Wall Time (ms):	2187
CPU Cycles:	7708539287563768
Snapshot #	Snapshot Time(ms)	Value(Bytes)
1	8	30354636
2	93	31691571
3	175	32451788
4	258	33107148
5	332	33655193
6	397	34153267
7	471	34703769
8	533	35228057
9	601	35857203
10	655	36302848
11	714	36849254
12	764	37557043
13	815	37921996
14	866	38366003
15	919	38860390
16	967	39306035
17	1011	39900364
18	1053	40239513
19	1096	40790016
20	1134	41340518
21	1172	41864806
22	1211	42309632
23	1252	42676633
24	1290	43064115
25	1325	43420467
26	1358	43970969
27	1395	44311756
28	1430	44783616
29	1467	45229260
30	1501	45568819
31	1533	45909606
32	1568	46246297
33	1597	46639513
34	1626	47085158
35	1657	47289958
36	1690	47735603
37	1720	48128819
38	1755	48626892
39	1792	49069670
40	1823	49379737
41	1861	49851187
42	1893	50269798
43	1923	50581094
44	1953	51000115
45	1988	51550617
46	2020	51884032
47	2053	52303052
48	2085	52695859
49	2113	53141504
50	2139	53559705
51	2164	54030336
Hits	Total
2175	2810
Percent Hit:	77.4021%
Fitness
0.99874
Real|Predicted
Cammeo|Cammeo	Cammeo|Osmancik	Osmancik|Osmancik	Osmancik|Cammeo
966	160	1209	474
GEN#	SUB#	μFGEN	FsBestGEN	FsWorstGEN	μTreeSzGEN	μTreeDpGEN	bTreeSzGEN	bTreeDpGEN	wTreeSzGEN	wTreeDpGEN	μFRUN	FsBestRUN	FsWorstRUN	μTreeSzRUN	μTreeDpRUN	bTreeSzRUN	bTreeDpRUN	wTreeSzRUN	wTreeDpRUN
0	0	0.95676	0.99835	0	17.9119	3.3583	30	4	41	5	0.95676	0.99835	0	17.9119	3.3583	30	4	41	5
1	0	0.99038	0.99844	0	16.3198	3.456	16	4	40	6	0.97356	0.99844	0	17.1159	3.4072	16	4	41	5
2	0	0.99221	0.99845	0	15.6954	3.5213	16	4	43	7	0.97978	0.99845	0	16.6423	3.4452	16	4	41	5
3	0	0.99386	0.99858	0.09892	15.1604	3.5927	17	4	35	6	0.98329	0.99858	0	16.2717	3.4821	17	4	41	5
4	0	0.99345	0.99858	0	14.4078	3.5815	17	4	30	6	0.98532	0.99858	0	15.899	3.5022	17	4	41	5
5	0	0.9935	0.99859	0.19959	13.7893	3.5442	15	4	37	6	0.98669	0.99859	0	15.5474	3.5092	15	4	41	5
6	0	0.99398	0.99861	0	12.969	3.484	18	5	48	8	0.98774	0.99861	0	15.179	3.5055	18	5	41	5
7	0	0.99423	0.99861	0	12.4479	3.4384	18	5	47	8	0.98856	0.99861	0	14.8376	3.497	18	5	41	5
8	0	0.99573	0.99863	0	11.5632	3.36	17	5	37	6	0.98936	0.99863	0	14.4738	3.4818	17	5	41	5
9	0	0.99586	0.99865	0.29911	11.0296	3.2845	18	5	27	6	0.99	0.99865	0	14.1294	3.4621	18	5	41	5
10	0	0.9951	0.99866	0.19955	10.2271	3.151	18	5	18	5	0.99046	0.99866	0	13.7747	3.4338	18	5	41	5
11	0	0.99463	0.99866	0.09973	9.7735	3.0796	18	5	25	6	0.9908	0.99866	0	13.4411	3.4043	18	5	41	5
12	0	0.99602	0.99866	0.29931	9.4609	3.0354	18	5	18	6	0.99121	0.99866	0	13.1351	3.3759	18	5	41	5
13	0	0.99649	0.99866	0.29914	9.1527	3.0071	17	5	32	7	0.99159	0.99866	0	12.8507	3.3496	17	5	41	5
14	0	0.99688	0.99867	0.59843	8.6258	2.9135	19	5	21	5	0.99196	0.99867	0	12.5691	3.3206	19	5	41	5
15	0	0.99601	0.99867	0	8.1141	2.7903	19	5	22	6	0.9922	0.99867	0	12.2906	3.2872	19	5	41	5
16	0	0.9965	0.99867	0.19913	7.7619	2.7242	19	5	33	7	0.99245	0.99867	0	12.0241	3.2542	19	5	41	5
17	0	0.99651	0.99867	0.29935	7.4957	2.6524	19	5	19	6	0.99267	0.99867	0	11.7726	3.2208	19	5	41	5
18	0	0.99763	0.99867	0.69801	7.1268	2.5872	19	5	11	4	0.99293	0.99867	0	11.5281	3.1875	19	5	41	5
19	0	0.99687	0.99868	0.39912	7.0895	2.583	19	5	13	5	0.99313	0.99868	0	11.3062	3.1571	19	5	41	5
20	0	0.99677	0.99868	0.39917	6.8701	2.5281	19	5	17	4	0.99332	0.99868	0	11.0949	3.1273	19	5	41	5
21	0	0.9971	0.99869	0.29926	6.5881	2.4482	19	5	19	6	0.99349	0.99869	0	10.8901	3.0964	19	5	41	5
22	0	0.99701	0.99869	0.49883	6.4995	2.4285	19	5	15	6	0.99363	0.99869	0	10.6991	3.0673	19	5	41	5
23	0	0.99688	0.99869	0.49874	6.2735	2.362	19	5	20	5	0.99376	0.99869	0	10.5147	3.0381	19	5	41	5
24	0	0.99701	0.9987	0.39905	6.1279	2.31	19	5	11	5	0.99389	0.9987	0	10.3392	3.0089	19	5	41	5
25	0	0.99751	0.9987	0.69799	5.9248	2.2327	19	5	12	4	0.99405	0.9987	0	10.1696	2.979	19	5	41	5
26	0	0.99701	0.99871	0.49834	5.7311	2.1771	18	5	11	4	0.99415	0.99871	0	10.0051	2.9493	18	5	41	5
27	0	0.99776	0.99871	0.79792	5.5897	2.1361	18	5	11	4	0.99427	0.99871	0	9.8475	2.9202	18	5	41	5
28	0	0.9974	0.99871	0.59831	5.5248	2.1108	18	5	15	5	0.99438	0.99871	0	9.6985	2.8924	18	5	41	5
29	0	0.99712	0.99871	0.49897	5.3903	2.0542	18	5	17	5	0.99448	0.99871	0	9.5549	2.8645	18	5	41	5
30	0	0.99751	0.99871	0.69263	5.2363	2.001	18	5	10	4	0.99456	0.99871	0	9.4155	2.8365	18	5	41	5
31	0	0.99752	0.99871	0.59863	5.0652	1.9407	18	5	12	4	0.99467	0.99871	0	9.2794	2.8086	18	5	41	5
32	0	0.9975	0.99871	0.69779	4.9269	1.8859	18	5	15	4	0.99476	0.99871	0	9.1476	2.7806	18	5	41	5
33	0	0.99738	0.99871	0.49851	4.8681	1.8729	18	5	11	4	0.99484	0.99871	0	9.0216	2.7539	18	5	41	5
34	0	0.99753	0.99871	0.59859	4.841	1.8616	18	5	10	3	0.9949	0.99871	0	8.9024	2.7284	18	5	41	5
35	0	0.9975	0.99871	0.69804	4.84	1.8707	18	5	12	4	0.99497	0.99871	0	8.7895	2.7047	18	5	41	5
36	0	0.99727	0.99871	0.49841	4.9728	1.9181	18	5	17	5	0.99504	0.99871	0	8.6862	2.6832	18	5	41	5
37	0	0.99725	0.99871	0.59838	5.003	1.9241	18	5	10	4	0.9951	0.99871	0	8.5895	2.6634	18	5	41	5
38	0	0.99726	0.99871	0.69807	4.9737	1.895	18	5	11	3	0.99517	0.99871	0	8.4967	2.6437	18	5	41	5
39	0	0.99751	0.99872	0.69797	4.9214	1.8721	15	4	13	4	0.9952	0.99872	0	8.4074	2.6245	15	4	41	5
40	0	0.99762	0.99872	0.79738	4.8579	1.8547	15	5	11	4	0.99527	0.99872	0	8.3206	2.6057	15	5	41	5
41	0	0.99739	0.99872	0.49833	4.692	1.7973	15	5	12	3	0.99532	0.99872	0	8.2343	2.5864	15	5	41	5
42	0	0.99725	0.99872	0.4989	4.593	1.7774	14	4	10	4	0.99537	0.99872	0	8.1496	2.5675	14	4	41	5
43	0	0.9975	0.99872	0.69836	4.5192	1.7471	14	4	11	3	0.99542	0.99872	0	8.0671	2.5488	14	4	41	5
44	0	0.99738	0.99872	0.69847	4.6327	1.7901	14	4	10	4	0.99545	0.99872	0	7.9908	2.5322	14	4	41	5
45	0	0.998	0.99872	0.9975	4.6786	1.8119	14	4	8	3	0.99552	0.99872	0	7.9188	2.5166	14	4	41	5
46	0	0.99737	0.99872	0.49894	4.6534	1.7926	14	4	9	3	0.99555	0.99872	0	7.8493	2.501	14	4	41	5
47	0	0.99736	0.99872	0.59843	4.6557	1.7787	14	4	10	4	0.9956	0.99872	0	7.7827	2.486	14	4	41	5
48	0	0.99787	0.99872	0.89727	4.6932	1.7965	14	4	9	3	0.99564	0.99872	0	7.7197	2.472	14	4	41	5
49	0	0.99738	0.99872	0.49864	4.7689	1.8362	14	4	7	2	0.99566	0.99872	0	7.6607	2.4593	14	4	41	5
50	0	0.99776	0.99872	0.79809	4.6998	1.8041	14	4	9	3	0.99572	0.99872	0	7.6024	2.4463	14	4	41	5
