Run	Remaining Subpopulations
0	10
1	10
2	10
3	10
4	10
5	7
6	7
7	7
8	7
9	7
10	5
11	5
12	5
13	5
14	5
15	3
16	3
17	3
18	3
19	3
20	2
21	2
22	2
23	2
24	2
Timer Name	Value
CPU Time (ns):	14710179484
Wall Time (ms):	4516
CPU Cycles:	7759771800699435
Snapshot #	Snapshot Time(ms)	Value(Bytes)
1	9	32583680
2	354	34275328
3	664	34746368
4	920	36265984
5	1152	36814848
6	1371	37830656
7	1562	38031360
8	1776	38584320
9	1898	38715392
10	1956	39243776
11	2010	39866368
12	2200	40435712
13	2291	40730624
14	2378	41164800
15	2479	41910272
16	2572	42508288
17	2666	42962944
18	2761	43241472
19	2874	43974656
20	2962	44859392
21	3014	45203456
22	3131	45498368
23	3197	46501888
24	3257	47476736
25	3313	47767552
26	3369	47919104
27	3437	48017408
28	3496	48267264
29	3559	49754112
30	3603	49352704
31	3634	49197056
32	3725	49537024
33	3761	49561600
34	3799	50454528
35	3834	51466240
36	3865	52006912
37	3903	52543488
38	3942	53329920
39	3979	53448704
40	4020	53755904
41	4053	53485568
42	4120	53989376
43	4151	54829056
44	4187	55103488
45	4220	55275520
46	4251	56074240
47	4285	56623104
48	4322	56426496
49	4351	57643008
50	4383	56786944
51	4414	57761792
Aggregation Count:	1
Timer Name	Value
CPU Time (ns):	14710179484
Wall Time (ms):	4456
CPU Cycles:	7759771800699435
Snapshot #	Snapshot Time(ms)	Value(Bytes)
1	9	32583680
2	354	34275328
3	664	34746368
4	920	36265984
5	1152	36814848
6	1371	37830656
7	1562	38031360
8	1776	38584320
9	1898	38715392
10	1956	39243776
11	2010	39866368
12	2200	40435712
13	2291	40730624
14	2378	41164800
15	2479	41910272
16	2572	42508288
17	2666	42962944
18	2761	43241472
19	2874	43974656
20	2962	44859392
21	3014	45203456
22	3131	45498368
23	3197	46501888
24	3257	47476736
25	3313	47767552
26	3369	47919104
27	3437	48017408
28	3496	48267264
29	3559	49754112
30	3603	49352704
31	3634	49197056
32	3725	49537024
33	3761	49561600
34	3799	50454528
35	3834	51466240
36	3865	52006912
37	3903	52543488
38	3942	53329920
39	3979	53448704
40	4020	53755904
41	4053	53485568
42	4120	53989376
43	4151	54829056
44	4187	55103488
45	4220	55275520
46	4251	56074240
47	4285	56623104
48	4322	56426496
49	4351	57643008
50	4383	56786944
51	4414	57761792
Hits	Total
2584	2810
Percent Hit:	91.9573%
Fitness
0.998924
Real|Predicted
Cammeo|Cammeo	Cammeo|Osmancik	Osmancik|Osmancik	Osmancik|Cammeo
1037	84	1547	142
GEN#	SUB#	μFGEN	FsBestGEN	FsWorstGEN	μTreeSzGEN	μTreeDpGEN	bTreeSzGEN	bTreeDpGEN	wTreeSzGEN	wTreeDpGEN	μFRUN	FsBestRUN	FsWorstRUN	μTreeSzRUN	μTreeDpRUN	bTreeSzRUN	bTreeDpRUN	wTreeSzRUN	wTreeDpRUN
0	0	0.9544	0.9984	0	18.262	3.441	77	6	22	5	0.9544	0.9984	0	18.262	3.441	77	6	22	5
1	0	0.988	0.9986	0	16.296	3.603	69	7	10	4	0.9712	0.9986	0	17.279	3.522	69	7	22	5
2	0	0.9955	0.9989	0	14.666	3.516	25	5	7	3	0.9793	0.9989	0	16.408	3.52	25	5	22	5
3	0	0.9968	0.9989	0	14.349	3.436	25	5	11	5	0.9837	0.9989	0	15.893	3.499	25	5	22	5
4	0	0.9943	0.9989	0	13.275	3.46	25	5	58	8	0.9858	0.9989	0	15.37	3.491	25	5	22	5
5	0	0.9943	0.9989	0	12.67	3.436	25	5	12	5	0.9872	0.9989	0	14.92	3.482	25	5	22	5
6	0	0.9955	0.9989	0	12.944	3.48	25	5	33	9	0.9884	0.9989	0	14.637	3.482	25	5	22	5
7	0	0.9943	0.9989	0	11.981	3.289	25	5	102	12	0.9891	0.9989	0	14.305	3.458	25	5	22	5
8	0	0.9968	0.9989	0	10.851	3.095	25	5	56	7	0.99	0.9989	0	13.922	3.417	25	5	22	5
9	0	0.9968	0.9989	0	10.46	3.02	25	5	62	13	0.9907	0.9989	0	13.575	3.378	25	5	22	5
10	0	0.998	0.9989	0.9971	9.194	2.853	25	5	13	4	0.9913	0.9989	0	13.177	3.33	25	5	22	5
11	0	0.9968	0.9989	0	9.059	2.864	25	5	21	7	0.9918	0.9989	0	12.834	3.291	25	5	22	5
12	0	0.9968	0.9989	0	9.02	2.851	25	5	18	8	0.9922	0.9989	0	12.541	3.257	25	5	22	5
13	0	0.9968	0.9989	0	8.773	2.73	25	5	23	6	0.9925	0.9989	0	12.271	3.22	25	5	22	5
14	0	0.998	0.9989	0.998	10.252	2.973	25	5	11	3	0.9929	0.9989	0	12.137	3.203	25	5	22	5
15	0	0.998	0.9989	0.9978	9.756	2.955	25	5	20	10	0.9932	0.9989	0	11.988	3.188	25	5	22	5
16	0	0.9968	0.9989	0	9.842	3.125	25	5	5	2	0.9934	0.9989	0	11.862	3.184	25	5	22	5
17	0	0.998	0.9989	0.9979	9.155	2.961	25	5	9	4	0.9937	0.9989	0	11.711	3.172	25	5	22	5
18	0	0.9968	0.9989	0	9.389	2.976	25	5	26	6	0.9938	0.9989	0	11.589	3.161	25	5	22	5
19	0	0.998	0.9989	0.9977	8.755	2.811	25	5	20	7	0.994	0.9989	0	11.447	3.144	25	5	22	5
20	0	0.998	0.9989	0.9978	8.31	2.671	25	5	27	7	0.9942	0.9989	0	11.298	3.121	25	5	22	5
21	0	0.9955	0.9989	0	7.905	2.607	25	5	93	11	0.9943	0.9989	0	11.144	3.098	25	5	22	5
22	0	0.998	0.9989	0.9976	6.957	2.368	25	5	5	2	0.9944	0.9989	0	10.962	3.066	25	5	22	5
23	0	0.9943	0.9989	0	6.989	2.516	25	5	14	6	0.9944	0.9989	0	10.796	3.043	25	5	22	5
24	0	0.998	0.9989	0.998	7.016	2.53	25	5	1	0	0.9946	0.9989	0	10.645	3.023	25	5	22	5
25	0	0.998	0.9989	0.9978	6.888	2.471	25	5	3	1	0.9947	0.9989	0	10.501	3.001	25	5	22	5
26	0	0.998	0.9989	0.9977	6.496	2.353	25	5	11	4	0.9948	0.9989	0	10.352	2.977	25	5	22	5
