Run	Remaining Subpopulations
0	10
1	10
2	10
3	10
4	10
5	7
6	7
7	7
8	7
9	7
10	5
11	5
12	5
13	5
14	5
15	3
16	3
17	3
18	3
19	3
20	2
21	2
22	2
23	2
24	2
Timer Name	Value
CPU Time (ns):	97226661194
Wall Time (ms):	4743
CPU Cycles:	77590981521804467
Snapshot #	Snapshot Time(ms)	Value(Bytes)
1	6	325586944
2	274	343580672
3	522	351772672
4	736	357175296
5	953	363388928
6	1149	369709056
7	1338	378003456
8	1534	385159168
9	1700	389910528
10	1859	396439552
11	1962	401035264
12	2269	282869760
13	2381	284164096
14	2481	289734656
15	2585	293314560
16	2679	298520576
17	2782	302297088
18	2875	308191232
19	2957	311713792
20	3040	315465728
21	3098	317005824
22	3288	229314560
23	3353	232198144
24	3412	235139072
25	3473	237924352
26	3528	238522368
27	3582	242376704
28	3637	243744768
29	3687	248180736
30	3743	250134528
31	3788	251437056
32	3889	152317952
33	3929	153382912
34	3968	154992640
35	4006	156311552
36	4043	157032448
37	4082	157782016
38	4119	160055296
39	4156	160788480
40	4198	162664448
41	4236	164077568
42	4329	109498368
43	4362	110190592
44	4395	110571520
45	4429	111386624
46	4466	112754688
47	4498	113520640
48	4532	114307072
49	4564	114753536
50	4598	115695616
51	4630	115691520
Aggregation Count:	10
Timer Name	Value
CPU Time (ns):	9722666119
Wall Time (ms):	3416
CPU Cycles:	7759098152180446
Snapshot #	Snapshot Time(ms)	Value(Bytes)
1	6	32558694
2	274	34358067
3	522	35177267
4	736	35717529
5	953	36338892
6	1149	36970905
7	1338	37800345
8	1534	38515916
9	1700	38991052
10	1859	39643955
11	1962	40103526
12	2269	40409965
13	2381	40594870
14	2481	41390665
15	2585	41902080
16	2679	42645796
17	2782	43185298
18	2875	44027318
19	2957	44530541
20	3040	45066532
21	3098	45286546
22	3288	45862912
23	3353	46439628
24	3412	47027814
25	3473	47584870
26	3528	47704473
27	3582	48475340
28	3637	48748953
29	3687	49636147
30	3743	50026905
31	3788	50287411
32	3889	50772650
33	3929	51127637
34	3968	51664213
35	4006	52103850
36	4043	52344149
37	4082	52594005
38	4119	53351765
39	4156	53596160
40	4198	54221482
41	4236	54692522
42	4329	54749184
43	4362	55095296
44	4395	55285760
45	4429	55693312
46	4466	56377344
47	4498	56760320
48	4532	57153536
49	4564	57376768
50	4598	57847808
51	4630	57845760
Hits	Total
2163	2810
Percent Hit:	76.9751%
Fitness
0.998628
Real|Predicted
Cammeo|Cammeo	Cammeo|Osmancik	Osmancik|Osmancik	Osmancik|Cammeo
733	387	1430	259
GEN#	SUB#	μFGEN	FsBestGEN	FsWorstGEN	μTreeSzGEN	μTreeDpGEN	bTreeSzGEN	bTreeDpGEN	wTreeSzGEN	wTreeDpGEN	μFRUN	FsBestRUN	FsWorstRUN	μTreeSzRUN	μTreeDpRUN	bTreeSzRUN	bTreeDpRUN	wTreeSzRUN	wTreeDpRUN
0	0	0.9583	0.9983	0	17.1665	3.3358	22	4	53	5	0.9583	0.9983	0	17.1665	3.3358	22	4	53	5
1	0	0.98929	0.99853	0	15.094	3.3827	18	4	46	6	0.9738	0.99853	0	16.1301	3.3593	18	4	53	5
2	0	0.9919	0.99853	0	14.1939	3.3827	18	4	32	5	0.97982	0.99853	0	15.4847	3.3671	18	4	53	5
3	0	0.99328	0.99854	0	13.377	3.4168	20	4	30	6	0.98318	0.99854	0	14.9579	3.3795	20	4	53	5
4	0	0.99264	0.99854	0.09977	12.9522	3.3871	21	4	33	5	0.98509	0.99854	0	14.5568	3.381	21	4	53	5
5	0	0.99403	0.9986	0	12.6034	3.3621	20	5	30	6	0.98657	0.9986	0	14.2312	3.3778	20	5	53	5
6	0	0.99466	0.9986	0.09976	11.9352	3.3135	20	5	25	6	0.98772	0.9986	0	13.9032	3.3687	20	5	53	5
7	0	0.99477	0.99861	0.19953	11.697	3.3354	20	4	23	5	0.98861	0.99861	0	13.6275	3.3645	20	4	53	5
8	0	0.99528	0.99861	0	11.2715	3.2602	20	4	39	8	0.98936	0.99861	0	13.3656	3.3529	20	4	53	5
9	0	0.99553	0.99861	0.1993	10.8812	3.2089	20	4	41	8	0.98997	0.99861	0	13.1172	3.3385	20	4	53	5
10	0	0.69657	0.6991	0	7.5583	2.2532	14	3	23	5	0.69348	0.6991	0	9.1737	2.3557	14	3	30	3
11	0	0.69674	0.6991	0.09967	7.2832	2.231	14	3	27	5	0.69376	0.6991	0	9.0161	2.3455	14	3	30	3
12	0	0.69687	0.6991	0.09979	7.0252	2.2084	14	3	22	5	0.69401	0.6991	0	8.863	2.3349	14	3	30	3
13	0	0.69699	0.6991	0.09979	6.6926	2.1557	14	3	17	5	0.69422	0.6991	0	8.7079	2.3221	14	3	30	3
14	0	0.697	0.69912	0	6.3696	2.0669	14	3	18	5	0.6944	0.69912	0	8.5519	2.305	14	3	30	3
15	0	0.69775	0.69912	0.19949	6.1496	2.0249	14	3	16	4	0.69462	0.69912	0	8.4018	2.2875	14	3	30	3
16	0	0.69763	0.69912	0.19957	5.9605	1.993	14	3	22	5	0.69479	0.69912	0	8.2582	2.2703	14	3	30	3
17	0	0.69712	0.69912	0	5.7499	1.9412	14	3	15	4	0.69493	0.69912	0	8.1189	2.2519	14	3	30	3
18	0	0.697	0.69912	0.19938	5.6435	1.9316	14	3	17	4	0.69504	0.69912	0	7.9887	2.2352	14	3	30	3
19	0	0.69812	0.69912	0.39888	5.3627	1.8615	14	3	16	4	0.69518	0.69912	0	7.8572	2.2165	14	3	30	3
20	0	0.49852	0.4994	0.19959	3.6321	1.2732	12	3	9	3	0.49666	0.4994	0	5.4567	1.5532	12	3	20	2
21	0	0.49839	0.4994	0.19945	3.6306	1.275	11	3	6	2	0.49674	0.4994	0	5.3738	1.5406	11	3	20	2
22	0	0.49826	0.4994	0	3.4966	1.2488	11	3	25	5	0.49682	0.4994	0	5.292	1.5278	11	3	20	2
23	0	0.49839	0.4994	0.09979	3.3245	1.206	11	3	6	2	0.49687	0.4994	0	5.2101	1.5145	11	3	20	2
24	0	0.49889	0.4994	0.39902	3.2201	1.1749	11	3	5	1	0.49695	0.4994	0	5.1305	1.501	11	3	20	2
25	0	0.49877	0.4994	0.29931	3.1044	1.1394	11	2	6	2	0.49702	0.4994	0	5.0526	1.4869	11	2	20	2
26	0	0.49853	0.4994	0.19957	2.9874	1.1008	11	2	6	2	0.49707	0.4994	0	4.9762	1.4726	11	2	20	2
27	0	0.49877	0.4994	0.29932	2.9313	1.084	12	3	9	3	0.49714	0.4994	0	4.9031	1.4587	12	3	20	2
28	0	0.49877	0.4994	0.29933	2.9079	1.081	12	3	9	3	0.4972	0.4994	0	4.8342	1.4457	12	3	20	2
29	0	0.49865	0.4994	0.29935	2.8852	1.0833	12	3	6	2	0.49724	0.4994	0	4.7693	1.4336	12	3	20	2
30	0	0.29904	0.29966	0	1.8252	0.6695	9	2	4	2	0.29838	0.29966	0	2.9307	0.8599	9	2	8	1
31	0	0.29929	0.29966	0.19944	1.7928	0.6719	9	2	3	1	0.29841	0.29966	0	2.8952	0.854	9	2	8	1
32	0	0.29879	0.29966	0.19942	1.7583	0.6507	9	2	6	1	0.29842	0.29966	0	2.8607	0.8479	9	2	8	1
